Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1,273,2000.0,6.392212205731508e-16,7.176287350882771e-13,Inf
1,274,2000.0,6.392203626706343e-16,7.176248124855809e-13,Inf
1,275,2000.0,6.39218999065212e-16,7.174027691158973e-13,Inf
1,276,2000.0,6.39220576886482e-16,7.174364834332318e-13,Inf
1,277,2000.0,6.392206935904381e-16,7.173618678269851e-13,Inf
1,278,2000.0,6.39220521981965e-16,7.175702937397598e-13,Inf
1,279,2000.0,6.392212830036785e-16,7.113378822842825e-13,Inf
1,280,2000.0,6.392198422269096e-16,7.169831591515702e-13,Inf
1,281,2000.0,6.392194916208735e-16,7.174075895445665e-13,Inf
1,282,2000.0,6.392205364125912e-16,7.173205497216757e-13,Inf
1,283,2000.0,6.392213526508321e-16,7.172897893074351e-13,Inf
1,284,2000.0,6.392201288312593e-16,7.179349831102679e-13,Inf
1,285,2000.0,6.392214876309157e-16,7.184612267310198e-13,Inf
1,286,2000.0,6.392217111061982e-16,7.182900643650984e-13,Inf
1,287,2000.0,6.392199214219811e-16,7.181697610832499e-13,Inf
1,288,2000.0,6.392205429645038e-16,7.178236585845667e-13,Inf
1,289,2000.0,6.39221872182154e-16,7.182448475564206e-13,Inf
1,290,2000.0,6.392205696750059e-16,7.180770605739211e-13,Inf
1,291,2000.0,6.392219707083314e-16,7.115951767050217e-13,Inf
1,292,2000.0,6.392214979741065e-16,7.180441629402252e-13,Inf
1,293,2000.0,6.392218071415442e-16,7.178685545011877e-13,Inf
1,294,2000.0,6.392215567471469e-16,7.181165619025592e-13,Inf
1,295,2000.0,6.392212241873202e-16,7.178780885957743e-13,Inf
1,296,2000.0,6.392216470608911e-16,7.179129827600108e-13,Inf
1,297,2000.0,6.392192895971551e-16,7.182092338565713e-13,Inf
1,298,2000.0,6.392210805219411e-16,7.181891689855104e-13,Inf
1,299,2000.0,6.392218510977321e-16,7.179350693861876e-13,Inf
1,300,2000.0,6.392215354931894e-16,7.178931498562065e-13,Inf
1,301,2000.0,6.392212645385273e-16,7.179927485135875e-13,Inf
1,302,2000.0,6.392215462477491e-16,7.178656309181547e-13,Inf
1,303,2000.0,6.392215960916414e-16,7.179122483152895e-13,Inf
1,304,2000.0,6.392215248886774e-16,7.177895598510468e-13,Inf
1,305,2000.0,6.392216292206692e-16,7.181052519473494e-13,Inf
1,306,2000.0,6.392213908003979e-16,7.179505603556455e-13,Inf
1,307,2000.0,6.392218091267979e-16,7.178383102378913e-13,Inf
1,308,2000.0,6.392215476693648e-16,7.183618428236484e-13,Inf
1,309,2000.0,6.392215065440894e-16,7.178459110887618e-13,Inf
1,310,2000.0,6.392211917074555e-16,7.186226298046683e-13,Inf
1,311,2000.0,6.392203017024148e-16,7.187569423345461e-13,Inf
1,312,2000.0,6.392210520895261e-16,7.190667349789088e-13,Inf
1,313,2000.0,6.39221476571414e-16,7.189653679233218e-13,Inf
1,314,2000.0,6.392212158862315e-16,7.188021161852913e-13,Inf
1,315,2000.0,6.392214710229829e-16,7.189247969154012e-13,Inf
