Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,StartCostsGrid,StartCostsVIL
57.828091858666035,0.0,0.0,0.0,25.450396713765397,31.004539666073054,0.0,1.3721823262821156,0.0,0.0,0.0,0.000973152549874666,0.0,0.0
