ID,Zone,Connected,Total_Import_MWh,Total_Export_MWh
1,1,1,0.0,0.0
2,1,1,0.0,0.0
3,1,1,0.0,0.0
4,1,1,0.0,0.0
5,1,1,0.0,0.0
6,1,1,0.0,0.0
7,1,1,0.0,0.0
8,1,1,0.0,0.0
9,1,1,0.0,0.0
10,1,1,0.0,0.0
11,1,1,0.0,0.0
12,1,1,0.0,0.0
13,1,1,0.0,0.45025918086490335
14,1,1,0.0,0.0
15,1,1,0.0,0.2958066414695385
16,1,1,0.04387776654064184,0.0
17,1,1,0.0,0.3762628964080994
18,1,1,0.01162575614366769,0.0
19,1,1,0.0,0.0
20,1,1,0.0025542368839870343,0.0
21,1,1,0.0,0.0
22,1,1,0.0021822499999990855,0.0
23,1,1,0.0,0.0
24,1,1,0.0,0.0
25,1,1,0.0,0.0
26,1,1,0.0,0.0
27,1,1,0.0,0.0
28,1,1,0.006315369632158077,0.0
29,1,1,0.0,0.0
30,1,1,0.02340689497902284,0.0
31,1,1,0.0,0.0
32,1,1,0.04428875740390778,0.0
33,1,1,0.0,0.0
34,1,1,0.0,0.0
35,1,1,0.0,0.0
36,1,1,0.0,0.0
37,1,1,0.0,0.0
38,1,1,0.07204895478174636,0.0
39,1,1,0.0,0.0
40,1,1,0.021888389834066983,0.0
41,1,1,0.0,0.0
42,1,1,0.0,0.0
43,1,1,0.0,0.0
44,1,1,0.0,0.0
45,1,1,0.0,0.0
46,1,1,0.0013451666666657036,0.0
47,1,1,0.0,0.0
48,1,1,0.009768255198488184,0.0
49,1,1,0.0,0.0
50,1,1,0.0,0.0
51,1,1,0.0,0.0
52,1,1,0.0,0.0
53,1,1,0.0,0.0
54,1,1,0.0,0.0
55,1,1,0.0,0.0
56,1,1,0.008862945825401564,0.0
57,1,1,0.0,0.0
58,1,1,0.0,0.0
59,1,1,0.0,0.0
60,1,1,0.0,0.0
61,1,1,0.0,0.0
62,1,1,0.0,0.0
63,1,1,0.0,0.0
64,1,1,0.0,0.0
65,1,1,0.0,0.0
66,1,1,0.03997926275993538,0.0
67,1,1,0.0,0.0
68,1,1,0.0,0.0
69,1,1,0.0,0.0
70,1,1,0.004224953074768362,0.0
71,1,1,0.0,0.0
72,1,1,0.004753000000003227,0.0
73,1,1,0.0,0.0
74,1,1,0.0,0.0
75,1,1,0.0,0.0
76,1,1,0.0014500000000000068,0.0
77,1,1,0.0,0.0
78,1,1,0.008910153119093003,0.0
79,1,1,0.0,0.0
80,1,1,0.0013264999999997723,0.0
81,1,1,0.0,0.0
82,1,1,0.0,0.0
83,1,1,0.0,0.0
84,1,1,0.0,0.0
85,1,1,0.0,0.0
86,1,1,0.0,0.0
87,1,1,0.0,0.0
88,1,1,0.0,0.0
89,1,1,0.0,0.0
90,1,1,0.0,0.0
91,1,1,0.0,0.0
92,1,1,0.00890399999999919,0.0
93,1,1,0.0,0.0
94,1,1,0.0,0.0
95,1,1,0.0,0.0
96,1,1,0.003124630162474773,0.0
97,1,1,0.0,0.0
98,1,1,0.0,0.0
99,1,1,0.0,0.0
100,1,1,0.0,0.0
101,1,1,0.0,0.0
102,1,1,0.0,0.0
103,1,1,0.0,0.0
104,1,1,0.002827778677517878,0.0
105,1,1,0.0,0.0
106,1,1,0.0,0.0
107,1,1,0.0,0.0
108,1,1,0.0,0.0
109,1,1,0.0,0.0
110,1,1,0.0,0.0
111,1,1,0.0,0.0
112,1,1,0.0,0.0
113,1,1,0.0,0.0
114,1,1,0.013328000000000409,0.0
115,1,1,0.0,0.0
116,1,1,0.0,0.0
117,1,1,0.0,0.0
118,1,1,0.012191975425332142,0.0
119,1,1,0.0,0.0
120,1,1,0.0,0.0
121,1,1,0.0,0.0
122,1,1,0.0015100000000000113,0.0
123,1,1,0.0,0.0
124,1,1,0.0,0.0
125,1,1,0.0,0.0
126,1,1,0.0,0.0
127,1,1,0.0,0.0
128,1,1,0.012863107210660673,0.0
129,1,1,0.0,0.0
130,1,1,0.0,0.0
131,1,1,0.0,0.0
132,1,1,0.0,0.0
133,1,1,0.0,0.0
134,1,1,0.0023566666666676003,0.0
135,1,1,0.0,0.0
136,1,1,0.0,0.0
137,1,1,0.0,0.0
138,1,1,0.003415263939305052,0.0
139,1,1,0.0,0.0
140,1,1,0.0,0.0
141,1,1,0.0,0.0
142,1,1,0.0417936402136142,0.0
143,1,1,0.0,0.0
144,1,1,0.0017458000000002138,0.0
145,1,1,0.0,0.0
146,1,1,0.0014886811076997297,0.0
147,1,1,0.0,0.0
148,1,1,0.0016240000000000872,0.0
149,1,1,0.0,0.0
150,1,1,0.052787000000001055,0.0
151,1,1,0.0,0.0
152,1,1,0.0,0.0
153,1,1,0.0,0.0
154,1,1,0.0,0.0
155,1,1,0.0,0.0
156,1,1,0.03791556794790667,0.0
157,1,1,0.0,0.0
158,1,1,0.00566513793822488,0.0
159,1,1,0.0,0.0
160,1,1,0.0,0.02794427519065107
161,1,1,0.0,0.0
162,1,1,0.0,0.0
163,1,1,0.0,0.0
164,1,1,0.0,0.0
165,1,1,0.0,0.0
166,1,1,0.0,0.0
167,1,1,0.0,0.0
168,1,1,0.009537453686197572,0.0
169,1,1,0.0,0.0
170,1,1,0.013721580011985122,0.0
171,1,1,0.0,0.0
172,1,1,0.0,0.0
173,1,1,0.0,0.0
174,1,1,0.0,0.0
175,1,1,0.0,0.0
176,1,1,0.0014322000000001195,0.0
177,1,1,0.0,0.0
178,1,1,0.0,0.0
179,1,1,0.0,0.0
180,1,1,0.0,0.0
181,1,1,0.0,0.0
182,1,1,0.0009664969721636663,0.0
183,1,1,0.0,0.0
184,1,1,0.0,0.0
185,1,1,0.0,0.0
186,1,1,0.04460830207999919,0.0
187,1,1,0.0,0.0
188,1,1,0.0,0.0
189,1,1,0.0,0.0
190,1,1,0.13146699999923034,0.0
191,1,1,0.0,0.0
192,1,1,0.016182637051037153,0.0
