ID,Resource,Zone,Village,technology,Total_MW,Start_MW,Change_in_MW,Electricity_GWh
1,pltd_bel1,1,1,diesel,0.0,0.2773,-0.2773,0.0
2,plts_bel1,1,1,solar,0.7481814296294477,0.0,0.7481814296294477,0.18263826951427264
3,batt_bel1,1,1,battery,0.20813776877248433,0.0,0.20813776877248433,0.062149507219273294
4,pltd_bel2,1,2,diesel,0.033786957119999995,0.846,-0.81221304288,0.010514807497600014
5,plts_bel2,1,2,solar,2.319470777899349,0.0,2.319470777899349,0.5615183365296248
6,batt_bel2,1,2,battery,0.9925517069649924,0.0,0.9925517069649924,0.2710835759729307
7,pltd_bel3,1,3,diesel,0.0,0.842,-0.842,0.0
8,plts_bel3,1,3,solar,2.2264729706449615,0.0,2.2264729706449615,0.5546126358092833
9,batt_bel3,1,3,battery,0.6319043877756199,0.0,0.6319043877756199,0.18872711899073916
10,pltd_bel4,1,4,diesel,0.015540261866666683,0.3891,-0.3735597381333333,0.004836264495999995
11,plts_bel4,1,4,solar,1.0597155947822932,0.0,1.0597155947822932,0.2582661965263454
12,batt_bel4,1,4,battery,0.4565187678318011,0.0,0.4565187678318011,0.12468548196688244
13,pltd_bel5,1,5,diesel,0.0,0.4381,-0.4381,0.0
14,plts_bel5,1,5,solar,1.1725778936763736,0.0,1.1725778936763736,0.28856860544681073
15,batt_bel5,1,5,battery,0.3288034784164566,0.0,0.3288034784164566,0.09819362718086316
16,pltd_bel6,1,6,diesel,0.01538002517333341,0.3851,-0.3697199748266666,0.004786357643200015
17,plts_bel6,1,6,solar,1.0617269081155738,0.0,1.0617269081155738,0.2556074287907283
18,batt_bel6,1,6,battery,0.4517860003019448,0.0,0.4517860003019448,0.12339947972445939
19,pltd_bel7,1,7,diesel,0.0,0.3586,-0.3586,0.0
20,plts_bel7,1,7,solar,0.9539658134919895,0.0,0.9539658134919895,0.2362110934924256
21,batt_bel7,1,7,battery,0.2691577650236925,0.0,0.2691577650236925,0.08037368934888965
22,pltd_bel8,1,8,diesel,0.028311831573333397,0.7089,-0.6805881684266666,0.008810805315199996
23,plts_bel8,1,8,solar,1.9191143728914706,0.0,1.9191143728914706,0.47052124171178855
24,batt_bel8,1,8,battery,0.8315436009950917,0.0,0.8315436009950917,0.22714860509663537
25,pltd_bel9,1,9,diesel,0.0,0.6833,-0.6833,0.0
26,plts_bel9,1,9,solar,1.8471212126039784,0.0,1.8471212126039784,0.4501035416933972
27,batt_bel9,1,9,battery,0.5128570002867647,0.0,0.5128570002867647,0.15316695587299153
28,pltd_bel10,1,10,diesel,0.01584755530666667,0.3968,-0.38095244469333334,0.004931817307200022
29,plts_bel10,1,10,solar,1.0940037016490307,0.0,1.0940037016490307,0.26337800508745923
30,batt_bel10,1,10,battery,0.46552030427652163,0.0,0.46552030427652163,0.12715086096640413
31,pltd_bel11,1,11,diesel,0.0,0.6602,-0.6602,0.0
32,plts_bel11,1,11,solar,1.7784844862196396,0.0,1.7784844862196396,0.434882140508371
33,batt_bel11,1,11,battery,0.4955806022355279,0.0,0.4955806022355279,0.14798191175966996
34,pltd_bel12,1,12,diesel,0.011344434880000047,0.284,-0.27265556511999994,0.0035305446624000034
