Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,StartCostsGrid,StartCostsVIL
23.576890394552848,6.458223396101012,0.20514751817246357,0.1718846930632229,0.10351578093883357,0.05896979525978558,16.078210946084848,0.0009394434069680753,0.003187544999999983,0.00041127652499999207,0.0,0.0,0.49640000000000056,0.0
