Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1,1,2000.0,0.0,0.0,0.0
2,1,1800.0,8.274000000000004,180.05400000000026,0.068767783553388
3,1,1100.0,5.712,603.2860000000003,0.23041221560636915
4,1,400.0,0.714,106.38599999989906,0.04063186278063127
