Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,StartCostsGrid,StartCostsVIL
23.556554993049435,6.387954624697727,0.206888250657624,0.14130905667775387,0.11377171204392673,0.05651286066023163,16.146222248768506,0.0009488509304852892,0.0018214542857142677,6.882857142856999e-6,0.0,0.004719051469856086,0.49640000000000056,0.0
