ID,Zone,Connected,Total_Import_MWh,Total_Export_MWh
1,2,1,3.4511881358753724,24.920118749404438
2,2,1,2.651010199345057,15.458185111708282
3,2,1,1.6165275428772132,7.39471009815504
4,2,1,4.55278014985409,25.131421742587644
