ID,Zone,Village,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
3,1,1,batt_bel1,1.7323211995871028,0.0,1.7323211995871028
6,1,2,batt_bel2,5.285497078232325,0.0,5.285497078232325
9,1,3,batt_bel3,5.260455306226546,0.0,5.260455306226546
12,1,4,batt_bel4,2.4310759018416626,0.0,2.4310759018416626
15,1,5,batt_bel5,2.737001003776533,0.0,2.737001003776533
18,1,6,batt_bel6,2.406002239279103,0.0,2.406002239279103
21,1,7,batt_bel7,2.2403408666116604,0.0,2.2403408666116604
24,1,8,batt_bel8,4.428868233925376,0.0,4.428868233925376
27,1,9,batt_bel9,4.269247754499191,0.0,4.269247754499191
30,1,10,batt_bel10,2.479145657484552,0.0,2.479145657484552
33,1,11,batt_bel11,4.124779522179581,0.0,4.124779522179581
36,1,12,batt_bel12,1.7746205352177418,0.0,1.7746205352177418
39,1,13,batt_bel13,2.540488141208834,0.0,2.540488141208834
42,1,14,batt_bel14,1.2838431809639252,0.0,1.2838431809639252
45,1,15,batt_bel15,1.6637571580229387,0.0,1.6637571580229387
48,1,16,batt_bel16,3.0662371753507554,0.0,3.0662371753507554
51,1,17,batt_bel17,2.124408825121166,0.0,2.124408825121166
54,1,18,batt_bel18,0.8103228405849483,0.0,0.8103228405849483
57,1,19,batt_bel19,1.2684025334604674,0.0,1.2684025334604674
60,1,20,batt_bel20,0.2771810418433327,0.0,0.2771810418433327
63,1,21,batt_bel21,1.0393981667659444,0.0,1.0393981667659444
66,1,22,batt_bel22,0.7391361600955537,0.0,0.7391361600955537
69,1,23,batt_bel23,0.7140991077167747,0.0,0.7140991077167747
72,1,24,batt_bel24,0.4196121896766937,0.0,0.4196121896766937
75,1,25,batt_bel25,0.2995880638010373,0.0,0.2995880638010373
78,1,26,batt_bel26,0.8565303924546163,0.0,0.8565303924546163
81,1,27,batt_bel27,0.7669060623311706,0.0,0.7669060623311706
84,1,28,batt_bel28,0.5812993603745107,0.0,0.5812993603745107
87,1,29,batt_bel29,0.41384203006397713,0.0,0.41384203006397713
90,1,30,batt_bel30,0.3108879499325436,0.0,0.3108879499325436
93,1,31,batt_bel31,0.6331415513830316,0.0,0.6331415513830316
96,1,32,batt_bel32,0.9496865562105032,0.0,0.9496865562105032
