ID,Zone,Total_Import_MWh,Peak_Import_MW
1,1,0.02046799999999996,0.0029240000000000377
2,1,0.0,0.0
3,1,0.0,0.0
4,1,0.0,0.0
5,1,0.0,0.0
6,1,0.009676630479336944,0.009676630479336944
7,1,0.0,0.0
8,1,0.0,0.0
9,1,0.0,0.0
10,1,0.0,0.0
11,1,0.0,0.0
12,1,0.0,0.0
13,1,0.0,0.0
14,1,0.0,0.0
15,1,0.06157199999999263,0.00879600000000038
16,1,0.0,0.0
17,1,0.0,0.0
18,1,0.019792112000002263,0.0032986853333337104
19,1,0.0,0.0
20,1,0.0,0.0
21,1,0.0,0.0
22,1,0.0,0.0
23,1,0.0,0.0
24,1,0.0,0.0
25,1,0.02792773951999941,0.0022039999999999976
26,1,0.0,0.0
27,1,0.11565174496000052,0.009974922239999953
28,1,0.014180314240000304,0.0023633857066667173
29,1,0.01521862015999844,0.0017221033599998225
30,1,0.016001999999999877,0.0022859999999999825
31,1,0.058455485760003076,0.00823388352000019
32,1,0.11152217546666757,0.012350317546666663
33,1,0.09967511972274357,0.007335666666666525
34,1,0.0018782498133333853,0.0018782498133333853
35,1,0.0,0.0
36,1,0.00045969951999934484,6.56713599999064e-5
37,1,0.01896776895999889,0.0025948937599998972
38,1,0.10583603615999745,0.012619730560000042
39,1,0.0,0.0
40,1,0.0645878342785133,0.008340000000000021
41,1,0.0,0.0
42,1,0.0,0.0
43,1,0.027829828266669642,0.00355136565333343
44,1,0.0027213190400002807,0.0027213190400002807
45,1,0.0,0.0
46,1,0.0,0.0
47,1,0.00287615605333328,0.00287615605333328
48,1,0.0,0.0
49,1,0.0,0.0
50,1,0.0,0.0
51,1,0.0,0.0
52,1,0.0,0.0
53,1,0.003490494506666681,0.003490494506666681
54,1,0.003210264746666594,0.003210264746666594
55,1,0.0,0.0
56,1,0.0,0.0
57,1,0.012782000000001313,0.0018260000000004384
58,1,0.0,0.0
59,1,0.0,0.0
60,1,0.0,0.0
61,1,0.0014159843199999522,0.0014159843199999522
62,1,0.0,0.0
63,1,0.00287615605333328,0.00287615605333328
64,1,0.0,0.0
65,1,0.007878248959999917,0.0013130414933333195
66,1,0.0,0.0
67,1,0.009177615466666914,0.009177615466666914
68,1,0.0,0.0
69,1,0.0,0.0
70,1,0.0016046605866666536,0.0016046605866666536
71,1,0.0,0.0
72,1,0.0,0.0
73,1,0.013951978827977355,0.0025785999999998754
74,1,0.0029806610599846144,0.0008516174457080528
75,1,0.0038871538133331274,0.0038871538133331274
76,1,0.0,0.0
77,1,0.0,0.0
78,1,0.010635404505821643,0.005737910424319058
79,1,0.0,0.0
80,1,0.0,0.0
81,1,0.004252640106666546,0.004252640106666546
82,1,0.0,0.0
83,1,0.0,0.0
84,1,0.0,0.0
85,1,0.009297412373332571,0.001922206186666768
86,1,0.0,0.0
87,1,0.015795499999996236,0.004512999999999989
88,1,0.0,0.0
89,1,0.0,0.0
90,1,0.0,0.0
91,1,0.0,0.0
92,1,0.0,0.0
93,1,0.07959000000000942,0.0113700000000031
94,1,0.011690000000001467,0.00167000000000056
95,1,0.0,0.0
96,1,0.0,0.0
97,1,0.0,0.0
98,1,0.0038640000000002075,0.0005520000000000941
99,1,0.004115999999998905,0.0005879999999999913
100,1,0.0,0.0
101,1,0.0,0.0
102,1,0.0,0.0
103,1,0.013167000000001067,0.0018810000000002852
104,1,0.0,0.0
105,1,0.008868999999998333,0.0012669999999999904
106,1,0.0,0.0
