Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,StartCostsGrid,StartCostsVIL
64.6288443349076,0.0,0.0,0.0,25.803735026869077,36.3562649438614,0.0,2.4658644403735415,0.0,0.0,0.0,0.00297992380497823,0.0,0.0
