id,lat,lon
1,-9.69766,124.36616
2,-9.105784992570412,124.9127571110508
3,-9.07973091924861,124.8937891843532
4,-9.095833760828894,124.8984548266226
5,-9.106675262055433,124.8855370719488
6,-9.69766,124.36616
7,-9.097269963307276,124.8876530367458
8,-9.090877615745365,124.8692508441395
9,-9.131846840803224,124.8933963504213
10,-9.12169363439536,124.8812416309854
11,-9.112204974767929,124.8760526563727
12,-9.11347790257048,124.8918834159944
13,-9.020482536688355,124.8358096296354
14,-9.69766,124.36616
15,-9.008593687316871,124.8737648302888
16,-9.049623698686425,124.8964877996104
17,-8.992609713891497,124.8975835345267
18,-9.049086029627352,124.86093470528
19,-9.108012693263726,125.0891196097135
20,-9.115069711649108,125.1521399483562
21,-9.08818808108067,125.141206463893
22,-9.089568369219522,125.1623294881406
23,-9.69766,124.36616
24,-9.106662883921786,125.1358878001917
25,-9.071430339940491,125.1699292089707
26,-9.043211644567872,125.1682963405756
27,-9.12996396148219,125.0476896695519
28,-9.14912055578032,125.068148878096
29,-9.116100533010556,125.1144659010554
30,-9.15244989643432,125.1762748453092
31,-9.15025956444454,125.1564760273714
32,-9.155281874689452,125.1223747967733
33,-9.16861788217358,125.096356804942
34,-9.126336781229496,125.1413713000971
35,-9.153262837732845,125.0825749660869
36,-9.043962969785383,125.0609531103099
37,-9.067194083406092,125.0724118353735
38,-9.064767361650956,125.0418266592423
39,-9.69766,124.36616
40,-9.090890819321594,125.0244874487279
41,-9.064819026824496,125.0177054352475
42,-9.69766,124.36616
43,-9.308277287878468,124.9522208890798
44,-9.264028413728203,124.9762922186827
45,-9.301376897491188,124.9891840978211
46,-9.26458153511547,124.9525094001315
47,-9.69766,124.36616
48,-9.338818641875918,124.9567042844563
49,-9.319416751655554,124.8503997471428
50,-9.30568838798459,124.8733514768248
51,-9.350889883446746,124.9151044228672
52,-9.334395772899244,124.8709633244761
53,-9.371868740873769,124.9574932138848
54,-9.359571714403016,124.8489133501756
55,-9.365681866048488,124.8814469787683
56,-9.05524897029047,125.1411687077674
57,-9.034102938240192,125.0878493467668
58,-9.007708192727506,125.1308398209848
59,-9.053986676477855,125.1235176187817
60,-9.009831122886585,125.1104180312812
61,-9.072190360752652,125.1059957851396
62,-9.241533446379584,124.8851403420126
63,-9.69766,124.36616
64,-9.28690429646604,124.9120381825492
65,-9.210630402374424,124.9612715894952
66,-9.184060500494052,124.8740070460746
67,-9.273351984761373,124.8898283408177
68,-9.284469535652176,124.8619058095663
69,-9.152859066296855,124.8433740528104
70,-9.091057531205768,124.9886007219215
71,-9.168637765699437,124.9703213214636
72,-9.69766,124.36616
73,-9.123361089139545,125.0124515829522
74,-9.127366029349592,124.9490754397423
75,-9.69766,124.36616
76,-9.075907642578304,124.9908971649122
77,-8.986734313331151,124.9283676899621
78,-9.15889272550711,125.0128396446905
79,-9.17481515629172,124.9090114223354
80,-9.03075605245612,124.9213381177877
81,-9.09095832415644,124.9436558371755
82,-9.69766,124.36616
83,-9.69766,124.36616
84,-9.69766,124.36616
85,-9.69766,124.36616
86,-9.69766,124.36616
87,-9.69766,124.36616
88,-9.69766,124.36616
89,-9.69766,124.36616
90,-9.69766,124.36616
91,-9.69766,124.36616
92,-9.69766,124.36616
93,-9.69766,124.36616
94,-9.69766,124.36616
95,-10.13472199975404,123.8554211998816
96,-10.15597896768101,123.9484721185155
97,-10.17367464530846,123.867483017995
98,-10.15388334084138,123.9886467125371
99,-10.14074432479049,123.8814644871817
100,-10.1191446356831,123.9657428023801
101,-10.06613039027998,124.1483503810528
102,-10.1170460448897,124.0949902243565
103,-10.09227824930569,124.0975713609835
104,-10.08455301421634,124.1171564590802
105,-10.09043232308637,124.1705349274475
106,-10.04626955294411,124.1313880574038
107,-10.13798130165265,124.0169890168319
108,-9.69766,124.36616
109,-10.15262610827164,124.04696314465
110,-10.05398130568263,124.0902303162224
111,-10.23810173968751,123.9447254216313
112,-10.24613859580244,123.8377435262301
113,-10.19516882006144,123.8311306498693
114,-10.21106468122563,123.928741775739
115,-10.19450245679481,123.9559348974979
116,-10.21511568469039,123.8063141423751
117,-10.21270934606261,123.8590776999478
