ID,Zone,Village,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
3,1,1,batt_bel1,1.238546326259714,0.0,1.238546326259714
6,1,2,batt_bel2,3.0161607087722446,0.0,3.0161607087722446
9,1,3,batt_bel3,3.001889702754598,0.0,3.001889702754598
12,1,4,batt_bel4,1.3872684696994164,0.0,1.3872684696994164
15,1,5,batt_bel5,1.561905641118588,0.0,1.561905641118588
18,1,6,batt_bel6,1.7201960427601783,0.0,1.7201960427601783
21,1,7,batt_bel7,1.278517578848512,0.0,1.278517578848512
24,1,8,batt_bel8,2.826329506922009,0.0,2.826329506922009
27,1,9,batt_bel9,2.544405941954262,0.0,2.544405941954262
30,1,10,batt_bel10,1.4147138443487361,0.0,1.4147138443487361
33,1,11,batt_bel11,2.3538476942425604,0.0,2.3538476942425604
36,1,12,batt_bel12,1.0127067121639002,0.0,1.0127067121639002
39,1,13,batt_bel13,2.3297161714544217,0.0,2.3297161714544217
42,1,14,batt_bel14,0.9178976328184887,0.0,0.9178976328184887
45,1,15,batt_bel15,1.5252369061645268,0.0,1.5252369061645268
48,1,16,batt_bel16,1.7497208611694328,0.0,1.7497208611694328
51,1,17,batt_bel17,1.9406329316290638,0.0,1.9406329316290638
54,1,18,batt_bel18,0.5171201191075789,0.0,0.5171201191075789
57,1,19,batt_bel19,0.7238425403738598,0.0,0.7238425403738598
60,1,20,batt_bel20,0.14296827342130494,0.0,0.14296827342130494
63,1,21,batt_bel21,0.536126605761987,0.0,0.536126605761987
66,1,22,batt_bel22,0.38124850113448994,0.0,0.38124850113448994
69,1,23,batt_bel23,0.5105506066476289,0.0,0.5105506066476289
72,1,24,batt_bel24,0.21644193535246242,0.0,0.21644193535246242
75,1,25,batt_bel25,0.1578621633946947,0.0,0.1578621633946947
78,1,26,batt_bel26,0.4418077834834716,0.0,0.4418077834834716
81,1,27,batt_bel27,0.46690229837837843,0.0,0.46690229837837843
84,1,28,batt_bel28,0.3464394155509355,0.0,0.3464394155509355
87,1,29,batt_bel29,0.23615317985344694,0.0,0.23615317985344694
90,1,30,batt_bel30,0.17846668466679622,0.0,0.17846668466679622
93,1,31,batt_bel31,0.36341766562657857,0.0,0.36341766562657857
96,1,32,batt_bel32,0.5781711442827441,0.0,0.5781711442827441
99,1,33,batt_bel33,0.34185644099792095,0.0,0.34185644099792095
102,1,34,batt_bel34,0.2595738713503012,0.0,0.2595738713503012
105,1,35,batt_bel35,0.2822045483575883,0.0,0.2822045483575883
108,1,36,batt_bel36,0.15817013062957974,0.0,0.15817013062957974
111,1,37,batt_bel37,0.27678920054433975,0.0,0.27678920054433975
114,1,38,batt_bel38,0.5656687297442798,0.0,0.5656687297442798
117,1,39,batt_bel39,0.3178889773710407,0.0,0.3178889773710407
120,1,40,batt_bel40,0.22736904076566467,0.0,0.22736904076566467
123,1,41,batt_bel41,0.24603303632720203,0.0,0.24603303632720203
126,1,42,batt_bel42,0.34678340085455334,0.0,0.34678340085455334
129,1,43,batt_bel43,0.5081960449896049,0.0,0.5081960449896049
132,1,44,batt_bel44,0.3980731727234927,0.0,0.3980731727234927
135,1,45,batt_bel45,0.30170866802494795,0.0,0.30170866802494795
138,1,46,batt_bel46,0.4072494857380457,0.0,0.4072494857380457
141,1,47,batt_bel47,0.5050517567863548,0.0,0.5050517567863548
144,1,48,batt_bel48,0.40839637937629936,0.0,0.40839637937629936
147,1,49,batt_bel49,0.7837829353026297,0.0,0.7837829353026297
150,1,50,batt_bel50,0.9202446196497182,0.0,0.9202446196497182
153,1,51,batt_bel51,0.548345657962578,0.0,0.548345657962578
156,1,52,batt_bel52,0.6279979532139115,0.0,0.6279979532139115
159,1,53,batt_bel53,0.5116330459043659,0.0,0.5116330459043659
162,1,54,batt_bel54,0.4951466918756549,0.0,0.4951466918756549
165,1,55,batt_bel55,0.7685960024948025,0.0,0.7685960024948025
168,1,56,batt_bel56,0.5142861811423812,0.0,0.5142861811423812
171,1,57,batt_bel57,0.6173021217048005,0.0,0.6173021217048005
174,1,58,batt_bel58,0.7982321844084181,0.0,0.7982321844084181
177,1,59,batt_bel59,0.27898339531628535,0.0,0.27898339531628535
180,1,60,batt_bel60,1.5069823370001494,0.0,1.5069823370001494
183,1,61,batt_bel61,0.19880799132047258,0.0,0.19880799132047258
186,1,62,batt_bel62,1.0668667496049895,0.0,1.0668667496049895
189,1,63,batt_bel63,0.5050517567863548,0.0,0.5050517567863548
192,1,64,batt_bel64,0.3934761542619542,0.0,0.3934761542619542
195,1,65,batt_bel65,0.1927290093970894,0.0,0.1927290093970894
