Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,StartCostsGrid,StartCostsVIL
70.88216508410788,0.0,0.0,0.0,31.68059801843398,35.50126697804722,0.0,3.7003000876265375,0.0,0.0,0.0,0.0,0.0,0.0
